name,address,datetimes,place,organizers,description,categories,event_url,label,label_b,label_c,label_d
Tardezinha da Fênix // Roda de Samba,"Estrada Rio São Paulo, 650 - Campo Grande, 23087-005 Rio de Janeiro, Rio de Janeiro",['2019-01-13 04:00:00'],Espaço Fênix,['Espaço Fênix'],"VAMO SAMBAR?<br>Bateu saudade daquele fervo pós praia aos domingos? Em Janeiro, o Tardezinha desembarca na Fênix pra fazer aquela vibe! Chama xs  amigxs e vem pagodear com a gente!<br>PAGODE COM GRUPO DISSONÂNCIA<br>LINE UP<br>DJ Raquel Dias<br>DJ Rodrigo Nascimento<br>ENTRADA<br>VIP até as 19h (vip limitado)<br>Gere seu ingresso aqui: <br>R$10 - Nome na lista até 18h (somente em dinheiro; na recepção)<br>R$20 - Sem nome na lista<br>ACEITAMOS CARTÕES DE CRÉDITO E DÉBITO (exceto bandeiras HIPER e MAIS)<br>___________________________<br>ANIVERSARIANTES <br>Os aniversariantes de JANEIRO são VIP até as 19hs<br>___________________________<br>OUTRAS INFORMAÇÕES <br>Copos Personalizados - R$5 e R$10<br>Chapelaria – R$5 <br>___________________________<br>CONTATO <br>Telefone: (21)3042-0734 (horário comercial)<br>WhatsApp: (21) 97006-5365 / (21) 96462-7854<br>___________________________<br>ENDEREÇO <br>Estrada Rio São Paulo, 650 – Campo Grande – RJ.<br>___________________________<br>Proibido entrada de armas ou objetos que possam oferecer risco à segurança dentro do evento. Proibido para menores de 18 anos. Apresentação obrigatória do documento oficial com foto. Se beber, não dirija.",['Party'],https://www.facebook.com/events/1851461321628920,,,,
1ª Parada Do Orgulho LGBT De Nilópolis.,,['2019-02-17 10:00:00'],Nilópolis,['Nilópolis'],"Tema: Eles Dizem que o amor é a cura, mas querem curar o amor.<br>Lema: Liberdade para Amar!<br>❖❖❖❖❖❖❖❖❖ ATRAÇÕES ❖❖❖❖❖❖❖❖❖<br>➯Sorteios de Combos (VODKA E CATUABA)<br>➯Chuva de Glitter<br>➯Correio do Amor<br>➯COBERTURA FOTOGRAFICA<br>➯ SURPRESAS E MUITO MAIS.<br>❖❖❖❖❖❖❖❖❖ LINE UP ❖❖❖❖❖❖❖❖❖<br>► CANTOR FABIO COCO<br>► CANTOR FELIPE LINS<br>► PERFORMISTA FRANK VITTAR<br>► YORRANA CÉSINNY<br>► MC ALEXA<br>► DJ SAMANTHA<br>► DJ SAMANTHA D´EVILL<br>► DJ WILL<br>► DJ VICKY COLLINS<br>► DJ MATHEUS BARRA<br>► DJ MIKE FREITAS<br>► DJ DI CAMPOS<br>► DJ BRAUNE<br>► DJ PATRICK SANTOS<br>► DJ FELIPE OLIVEER<br>► DJ MIA SMALLS<br>► E OUTROS.<br>❖❖❖❖❖❖❖❖❖ ATENÇÃO!!! ❖❖❖❖❖❖❖❖❖<br>►Será proibido o Uso de Garrafas de Vidro, Para própria segurança da multidão.<br>►Qualquer tipo de confusão no evento, os envolvidos serão direcionados a Delegacia.<br>► Copo do Evento 10 reais<br>► Mais informações em breve.",,https://www.facebook.com/events/710221616007517,,,,
CineDoc / Vou rifar meu coração,"Rua Luís de Camões, 68 - Centro, 20.060-040 Rio de Janeiro, Rio de Janeiro",['2019-01-26 03:00:00'],Centro Municipal de Arte Hélio Oiticica,['Escola Doc'],"O cineclube CineDoc apresenta <br>VOU RIFAR MEU CORAÇÃO / 78 min. / 2011<br>Documentário que trata do imaginário romântico, erótico e afetivo brasileiro a partir da obra dos principais nomes da música popular romântica, também conhecida como brega.<br>Tendo a música de artistas como Agnaldo Timóteo, Waldik Soriano, Reginaldo Rossi, Nelson Ned, Amado Batista, Wando, como porta de entrada, o filme se embrenha no mundo das emoções, do amor e da sexualidade dos fãs e dos principais nomes deste gênero musical. Esse conjunto de canções românticas, produzidas ao longo das últimas décadas, são uma crônica de costumes popular.<br>FICHA TÉCNICA<br>direção e roteiro: Ana Rieper<br>produção executiva: Suzana Amado<br>direção de fotografia: Manuel Águas<br>montagem: Pedro Asbeg<br>som direto: Pedro Moreira<br>edição de som e mixagem: Aurélio Dias<br>pesquisa: Ivy Almeida, Raphael Borges, Valéria Burke<br>produzido por Ana Rieper e Suzana Amado<br>produção: Amado arte&produção // Paladina Filmes<br>Depois da sessão, teremos uma conversa com a diretora. As sessões do CineDoc acontecem no auditório do Centro Municipal de Arte Helio Oiticica.<br>CMAHO - Centro Municipal de Arte Helio Oiticica<br>Rua Luís de Camões, 68 - Praça Tiradentes, Rio de Janeiro - RJ, <br>Telefone: (21) 3111-2011","['Film', 'Documentary film', 'Brazilian cinema']",https://www.facebook.com/events/1926764227442559,,,,
Friday's Night Tribute presents: Legião Urbana,"Rua Jardim Botânico, 1.011, 22411-072 Rio de Janeiro, Rio de Janeiro",['2019-01-18 08:00:00'],The Rock Bar : Jockey Club,['The Rock Bar : Jockey Club'],"Friday's Night Tribute apresenta:<br>Legião Urbana Tribute w/ Mais do Mesmo Band<br>Sex .18. Janeiro - 20h<br>.<br>______<br>Reservas e aniversários:<br>---------------------------------<br>therockbarrj@gmail.com (email)<br>______<br>.<br>.<br>Seja bem vindo ao The Rock Bar! Uma experiência única no Jockey Club, no coração de um dos maiores cartões postais do Rio de Janeiro e acesso GRATUITO a todos, de 24 de Dezembro a 10 de Março ;)<br>.<br>-----<br>.<br>A nova Temporada de Verão do The Rock Bar chegou para aquecer ainda mais essa estação que pega fogo de verdade!!!<br>Serão 3 meses com as nossas noites de Rock'N'Roll de volta!!<br>.<br>.<br>Nessa sexta, 18/01, a noite vai ser dedicada a homenagear uma das bandas que mais fez sucesso na história do rock nacional: LEGIÃO URBANA!!!<br>.<br>A Banda Mais do Mesmo, que já é super conhecida no Rock Bar, é quem relembrará todos os sucessos que são cantados até hoje!!!!<br>.<br>E para dar continuidade na noite, o DJ Careca solta o som logo após o show e não deixa ninguém ir embora cedo!!!<br>Esperamos por você!<br>.<br>.<br>O The Rock Bar fica na Rua Jardim Botânico, 1.011, Espaço ExC. (Dentro do Jockey Club).<br>.<br>*Sujeito a consumação mínima á partir de 1:30h.<br>______<br>.<br>É PROIBIDO: CAMISA REGATA, CHINELO, CAMISA DE TIME<br>O The Rock Bar, a moda, o bom senso e até o futuro amor da sua vida agradecem a compreensão. Proibido para Menores de 18 Anos.",['Party'],https://www.facebook.com/events/352051765608746,,,,
Cantoria Huni Kuin - Prof. Ibã e Yaka,"Parque Lage, 22470-050 Rio de Janeiro, Rio de Janeiro",['2019-01-16 07:00:00'],Parque Lage,['Guardiões Huni Kuin - RJ'],"Professor Ibã e Yaka<br>Parque Lage - Jardim Botânico, quarta feira, 16/01/2019<br>>>>>>>><<<<<<<br>Convidamos a todos para a primeira cantoria do ano, com Professor Ibã e Yaka, pai e filha, representantes da Aldeia Chico Curumim, Alto Rio Jordão.<br>Prof. Ibã é liderança do povo Huni Kuin e grande referência nos cantos Huni Meka. É autor dos livros ""Nixi pae""-  o espírito da floresta"" e ""Huni Meka- cantos do nixi pae,"" obras fundamentais no processo de resgate e preservação da cultura e cantos tradicionais. Ibã também é artista, pintor, ativista, cantor,mestre em linguística e idealizador do coletivo MAHKU . Yaka é artista, pintora, cantora e artesã; participa do movimento jovem Kayatibu, que vem trazendo a experiência jovem no cuidado e no resgate do conhecimento tradicional.<br>>>>>>>><<<<<<<br>16 de janeiro (quarta feira), de 19h às 22h<br>Local: Kupixawa do Parque Lage – Jardim Botânico<br>Levar Canga, Esteira, Almofada, Água e Instrumentos Musicais.<br>Contribuição sugerida: R$ 30,00<br>>>>>>>><<<<<<<br>MAIS INFORMAÇÔES:<br>Mariana Daní: 13- 99756-2120 (WhatsApp)<br>Portal TXAI: <br>>>>>>>><<<<<<<br>EVENTO RELACIONADO<br>Jornada Dupla Huni Kuin – Prof. Ibã e Yaka<br>18 e 19 de janeiro<br>Convidamos a todos para especial Jornada Dupla (dois dias de cerimônia do Nixi Pãe) com Prof. Ibã e Yaka, pai e filha, representantes da Aldeia Chico Curumim, Alto Rio Jordão. Prof. Ibã é liderança em sua aldeia e grande referência do povo nos cantos Huni Meka e resgate da cultura, além de artista plástico, ativista, educador e cantor. Publicou livros, compilados de cantos e obras que são verdadeiros registros da cultura Huni Kuin. É também o fundador do Movimento dos Artistas Huni Kuin (Mahku), um coletivo de artistas plásticos . Yaka é artista, pintora, cantora e artesã; participa do movimento jovem Kayatibu, que vem trazendo a experiência jovem no cuidado e no resgate do conhecimento tradicional, através dos cantos e das cerimônias tradicionais de Nixi Pãe.<br>Maiores informações: ",['Art'],https://www.facebook.com/events/1043107899218466,,,,
Wicked #01 - Malévola Edition | Open Bar,"Estrada Rio São Paulo, 650 - Campo Grande, 23087-005 Rio de Janeiro, Rio de Janeiro",['2019-01-12 11:00:00'],Espaço Fênix,['Festa Wicked'],"E SE AS VILÃS SE JOGASSEM NUM OPEN BAR? VOCÊ SERIA CAPAZ DE ENCARÁ-LAS?<br>Esquece tudo o que você viu durante toda a sua vida, chega de príncipes e princesas com finais felizes, porque todo mundo sabe que a real protagonista de todas as histórias são as vilãs. <br>Poc que é poc ama uma vilania e nada melhor do que a gente deixar o nosso lado malvado florescer pelo menos uma noite do ano, né? E pra começar com toda essa maldade, nada melhor do que a gente enaltecer ela, a vilã das vilãs, Malévola.<br>E PRA NÃO DEIXAR NINGUÉM CAIR NA MALDIÇÃO DO SONO, nossas Wicked Girls <br> e <br> vão passar a noite toda distribuindo MUITA Jurupinga Dinalle pra todos vocês, sem contar a presença confirmadíssima de Branca Vernotta.<br>TÁ GOXTANDO BB???<br>🍻🍷 OPEN BAR 🍻🍷<br>Cerveja Antárctica / Caipvodka (FEITA NA HORA) / Água / Refrigerante / Vodka / Vodka Sabores / Energético / Licor / Hi-fi / Cuba Libre / Whisky / Rum / Rodadas de Jurupinga<br>*Open Bar ate às 5h da manhã.<br>AS BEBIDAS DEVERÃO SER CONSUMIDAS NO INTERIOR DA CASA. É PROIBIDO SAIR COM BEBIDAS DO EVENTO<br>________________________________<br>LINE UP - Pista ROCA DE FIAR (pop/funk/hits)<br> <br>DJ <br>DJ <br>Chloe Van Damme<br>DJ <br>LINE UP - Pista AURORA (eletrônico)<br>DJ <br>DJ <br>Rodrigo Nascimento<br>A Filmagem e Fotografia de toda essa vilania ficam por conta do <br> (Mr. Crazy) e a galera do <br>________________________________<br>PRO CLOSE SER COMPLETO, ainda teremos <br> fazendo uma performance inesquecível pra todos vocês. Não vai perder essa, né? Então se liga nos valores:<br>ANTECIPADOS ONLINE*:<br>1º LOTE | PROMOCIONAL - R$30 + taxa<br>2º LOTE - R$40 + taxa<br>3º LOTE - R$50 + taxa<br>*Vendas até 21h do dia 12/01/2019 ou enquanto durarem os lotes.<br>NO DIA:<br>Lista amiga / aniversário - R$50 até 1h (somente em dinheiro; na recepção)<br>Normal – R$60 a noite toda (dinheiro e cartão)<br>ACEITAMOS CARTÕES DE CRÉDITO E DÉBITO (exceto bandeiras HIPER e MAIS)<br>________________________________<br>🎂🎉 ANIVERSARIANTES 🎉🎂<br>Os aniversariantes DO MÊS DE JANEIRO são os nossos convidados de honra. Envie para contato@festawicked.com.br a sua LISTA DE CONVIDADOS em ORDEM ALFABÉTICA e vem comemorar com a gente.<br>Com CINCO amigos pagantes, o aniversariante ganha um VIP e todos os seus convidados pagarão R$50 em DINHEIRO até às 01h. Mas vale lembrar que eles devem pagar a entrada na hora para que você garanta esse vip. As listas devem ter no máximo TRINTA convidados.<br>As listas devem ser enviadas até às 16h do dia 12/01/2019 e o aniversariante receberá um e-mail de confirmação até às 20h do dia do evento. Não incluiremos nomes após a lista ter sido enviada.<br>________________________________<br>OUTRAS INFORMAÇÕES <br>Copos Personalizados - R$10<br>Chapelaria – R$5 <br>________________________________<br>CONTATO <br>Telefone: (21)3042-0734 (horário comercial)<br>WhatsApp: (21) 99304-6036 / (21) 98963-0167<br>________________________________<br>ENDEREÇO <br>Estrada Rio São Paulo, 650 – Campo Grande – RJ.<br>________________________________<br>Proibido entrada de armas ou objetos que possam oferecer risco à segurança dentro do evento. Proibido para menores de 18 anos. Apresentação obrigatória do documento oficial com foto. Se beber, não dirija.",['Party'],https://www.facebook.com/events/186068915638193,,,,
Universo LGBT FT. Vale das Winx,"Rua Antônio de Abreu, 21340-020 Rio de Janeiro, Rio de Janeiro",['2019-05-11 03:00:00'],Parque Madureira,['Parque Madureira'],"UNIVERSO LGBT - PRIMEIRA EDIÇÃO <br>Data: 11/05/19<br>Horário: 13:30 hrs<br>Local: Parque de Madureira, ao lado do quiosque aonde acontece o charme, em frente ao safaris, cabine dos guardas e do banheiro 💥<br>Entrada: 0800<br>Obs: QUEM LEVAR 1 ALIMENTO NÃO PERECÍVEL IRÁ GANHAR UMA PULSEIRA, VERDE, AMARELO OU VERMELHO. 🌸<br>💚 LIVRE<br>💛 ENROLADO<br>❤ NAMORANDO OU CASADO<br>OS ALIMENTOS IRÁ SER DOADO PARA UMA INSTITUIÇÃO. 🏫<br>-------------------------------------------------------------<br>        O SOM FICARÁ POR CONTA 👇🎶<br>💥DJ Thinker<br>💥DJ Cabelão CHM<br>💥DJ WL de Paris<br>💥LC DE REALENGO<br>💥DJ Agage<br>-------------------------------------------------------------<br> <br>                  O QUE TERÁ ??? <br>✅Terá 3 arminhas de brinquedos com vodka e catuaba, com os adms, para jogar  na boquinha de vocês... 🍺👄<br>✅Terá fotógrafo tirando foto do close de vocês... 📷 <br>✅Terá venda de copo + piercing por 15,00 $ antecipado <br>✅Terá brincadeiras e batalha de Raba 💥💃<br>✅Terá distribuição de balas maçã verde... 💚<br>✅Terá promoção de piercing por 7,00 $<br>✅ Terá copos por 7,00 Reais<br>✅Terá  Dark 😏<br>✅Arcos iris de bolas<br>✅chuva de Glitter<br>✅Venda de bebidas bem baratinhas<br>-Combo 20,00 $<br>-Catuaba 10,00 $<br>-Latão 6,00 $<br>-Ice 3,50 $<br>-Água 2,00 $<br>                    ## REGRAS ##<br>🚫 Proibido qualquer ato de desrespeito com as manas, manos e as minas 😘<br>🚫 Proibido a entrada de garrafas de vidro. 🍃<br>🚫 Proibido qualquer uso de drogas. 🚭<br>🚫 Gerar vida no proximo<br>🚫 Se apaixonar<br>🚫 Ligar pro ex<br>✅ Beijar vontade<br>✅ Dar PT<br>✅ Pode dialogar com as outras pessoas... 💨<br>Venha para o universo LGBT 🌎🌈",,https://www.facebook.com/events/2287750248127606,,,,
Welcome 40!,"Rua Jardim Botânico, 1.011, 22411-072 Rio de Janeiro, Rio de Janeiro",['2019-01-12 09:00:00'],The Rock Bar : Jockey Club,['The Rock Bar : Jockey Club'],"Já que cheguei aos 40 anos, temos que comemorar!!<br>- a entrada é gratuita sujeita à lotação<br>- paga apenas o que consumir<br>- show cover Red Hot Chilli peppers 23:30<br>- vou levar bolo 🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️",,https://www.facebook.com/events/2489790157704024,,,,
"Ratha-yatra, a Caminhada do Amor","Avenida Epitácio Pessoa, 22410-090 Rio de Janeiro, Rio de Janeiro",['2019-02-03 11:00:00'],Jardim de Alah,['Sri Gauravani Gaudiya Matha Castelinho'],"Celebração que reúne anualmente mais de um milhão de pessoas na Índia acompanhando o Senhor do universo, Sri Jagannatha, com muita dança, música e festival das cores (Holi). <br>Convidado internacional: Srila BV Vana Maharaja. <br>Concentração: Praia de Ipanema, Jardim de Alah.",['Art'],https://www.facebook.com/events/2126710010726573,,,,
Studio Nº7 : Rock Bar presents: Red Hot Chili Peppers Tribute,"Rua Jardim Botânico, 1.011, 22411-072 Rio de Janeiro, Rio de Janeiro",['2019-01-12 08:00:00'],The Rock Bar : Jockey Club,['The Rock Bar : Jockey Club'],"Studio N°7: The Rock Bar apresenta:<br>Red Hot Chili Peppers Tribute w/ Pepper Spray Band<br>Sáb .12. Janeiro - 20h<br>.<br>______<br>Reservas e aniversários:<br>---------------------------------<br>therockbarrj@gmail.com (email)<br>______<br>.<br>.<br>Seja bem vindo ao The Rock Bar! Uma experiência única no Jockey Club, no coração de um dos maiores cartões postais do Rio de Janeiro e acesso GRATUITO a todos, de 24 de Dezembro a 10 de Março ;)<br>.<br>-----<br>.<br>A nova Temporada de Verão do The Rock Bar chegou para aquecer ainda mais essa estação que pega fogo de verdade!!!<br>Serão 3 meses com as nossas noites de Rock'N'Roll de volta!!<br>.<br>.<br>A noite desse sábado será dedicada a uma das maiores bandas de rock do mundo: RED HOT CHILI PEPPERS.<br>Vamos cantar os seus maiores sucessos ao som da galera da Pepper Spray!!!<br>.<br>E como não temos hora para acabar, o DJ Careca, entra com o seu set dando continuidade na noite!!!<br>.<br>Já viu que esse sábado promete né?? É dia de casa cheia, é dia de rock, bebê!!!<br>.<br>Esperamos por você!<br>.<br>.<br>O The Rock Bar fica na Rua Jardim Botânico, 1.011, Espaço ExC. (Dentro do Jockey Club).<br>.<br>*Sujeito a consumação mínima á partir de 1:30h.<br>______<br>.<br>É PROIBIDO: CAMISA REGATA, CHINELO, CAMISA DE TIME<br>O The Rock Bar, a moda, o bom senso e até o futuro amor da sua vida agradecem a compreensão. Proibido para Menores de 18 Anos.",['Party'],https://www.facebook.com/events/227922941423324,,,,
