organizers,address,datetimes,description,event_url,categories,name,place,label,label_b,label_c,label_d
"['Pipoca', 'Monobloco Oficial']","Praça Armando de Sales Oliveira, 04001-030 São Paulo, Sudeste",['2019-02-24 01:00:00'],"ABRAM ALAS PARA ELAS SÃO PAULO!<br>Chegoooouuu a horaaaa!!  \o/\o/\o/<br>O mais querido bloco do planeta já tem data marcada para transbordar os corações e fazer as ruas explodirem de amor e alegria em seu 4o desfile na nossa querida São Paulo!  E neste ano de 2019, o Monobloco desfila abrindo alas e celebrando as mulheres da música brasileira. ""ABRAM ALAS PARA ELAS"" - ""são muitas as mulheres brilhantes na história da música e o desfile será a oportunidade de contemplar o maior número possível delas"" - celebra Pedro Luis.<br>Domingo, dia 24 de Fevereiro, em frente ao cartão postal mais lindo da cidade, com apoio de Skol e realização da <br> e Kappamakki.<br>Completando 19 anos de folia, os fundadores do <br> C.A. Ferrari, Celso Alvim, Mário Moura, Pedro Luis e Sidon Silva junto com a bateria formada por mais de 200 batuqueiros de São Paulo, Rio de Janeiro e Belo Horizonte, prometem fazer o seu corpo não conseguir parar de dançar, sua garganta não parar de cantar e seu amor não parar de transbordar nesta catarse coletiva, mais conhecida como Desfile do Monobloco.<br>M-O-N-O-B-L-O-C-O, QUE BELEZA, UH MONOBLOCO!<br>Dia 24 de Fevereiro, domingo, concentração a partir das 13:30 e início do desfile as 14:30, em frente ao mais bonito cartão postal da cidade, em frente ao Parque Ibiraquera entre o Obelisco e o Monumento as Bandeiras.<br>Convoque amorosamente seus amigoxx e amigaxx, venha com seu astral lá acima das nuvens e flutue no amor de carnaval do Monobloco!<br>--> siga a PIPOCA no instagram e fique por dentro deste e de outros desfiles, além de outras programações pelas ruas durante todo ano: <br>  ___________________________________________________________<br>DESFILE SUSTENTÁVEL:<br>Vão aqui algumas dicas, sugestões, regras para que possamos passar uma tarde mágica e só de alegrias:<br>- A área do desfile é na rua, um espaço gigante para caber todo mundo e mais um pouco. Sem áreas vips, cordas ou abadás. :-)<br>- Teremos duas áreas de acesso ao local do desfile: vc pode chegar e entrar pela Av Pedro Alvares Cabral próximo a Brigadeiro Luis Antonio / República do Líbano, ao lado do Monumento as Bandeiras ou pela Rua Abilio Soares.<br>- Nos dois acessos haverá revista e como em todos os últimos 3 anos de desfile do Monobloco, apesar de totalmente gratuito (óbvio) não serão permitidas a entrada com sacolas, mochilas, garrafas de vidro, plástico, de nenhum tipo. E para você não achar que este é um evento ‘armadilha’ com venda de bebidas abusivos, serão vendidas agua, cerveja já geladas a preços super acessíveis para todos os foliões. Nos primeiros desfiles algumas pessoas não entendiam este formato, mas todos os milhares de foliões que tem participado dos desfiles ao longo dos anos já percebem e se convenceram do quanto esta medida auxilia a manter o local mais limpo, com diminuição de riscos e ocorrências, cortes no pé, etc e garantindo que a produção do evento consiga entregar as vias completamente limpas de volta a cidade em aproximadamente 1 hora após o término do desfile.<br>- como nos últimos anos faremos toda a medição da pegada de carbono do desfile e a compensação do plantio de árvores.<br>- toda a região do Parque Ibiraquera é sua, é nossa. Um patrimônio da cidade, um dos poucos lugares verdes desta nossa cidade querida. Por isso contamos com você para se juntar a nós e se aproveitar da enorme quantidade de banheiros e lixeiras instaladas no local do desfile para cuidarmos deste lugar tão especial da cidade.<br>- Nas duas portarias haverá bicicletários para que vc estacione a sua magrela com toda segurança. Aqui um mapa para você saber as rotas para chegar ao local: <br>- Os portões do Parque Ibirapuera com acesso a Av. Pedro Alvares Cabral estarão todos fechados sem acesso pelo parque ao local do desfile.<br>- Fique atento ao seu celular sem descuidar dele. Como qualquer evento público, na rua, todos tem acesso e sempre aparece aquele 'estraga-festa' querendo estragar a sua. <br>- Caso você tenha encontrado ou perdido documentos, carteiras, haverá uma tenda de Perdidos e Achados para você tentar localizar seus pertences. <br>- Venha fantasiado. Aproveite o carnaval para não se levar tão a sério. Pra ser feliz, a vida só pede amor, humor e sonhos.",https://www.facebook.com/events/342220043043699,['Party'],Desfile do Monobloco pelas ruas de SP \o/\o/,Obelisco do Ibirapuera,,,,
['Praça Roosevelt'],"Praça Franklin  Roosevelt  100, 01303-020 São Paulo, Brazil",['2019-03-05 10:00:00'],"O bloco é fictício galera, mas tem encontro da galera.<br>Se vc não tem turminha, vem com a gente.<br>Bora curtir o Carnaval na praça.",https://www.facebook.com/events/2235647453383029,,Bloco Dos Vacilão 2019,Praça Roosevelt,,,,
['Cade o Ninja?'],,['2019-03-05 02:00:00'],"MANO DU CÉU VAI SER INCRÍVEL!!!<br>**** ATENÇÃO GALERA TERÇA DIA 05 DEMARÇO ****<br>Galera quase tudo pronto para o nosso carnaval da família brasileira!! <br>NOVIDADE esse ano haverá o Bloco Kids Va Toma na Cupecê - Tragam seus Filhos, sobrinhos, netos. a criançada toda !! - CONCENTRAÇÃO 14 HORAS <br>- Também teremos alguns convidados nos prestigiando, vários parceiros de projetos musicais espalhados em nosso bairro: <br>* PROJETO BATIDA PERFEITA - NOSSOS AMIGOS DO BLOCO AI SE ME PERDEU - PAGODE NA DISCIPLINA *",https://www.facebook.com/events/239680013577032,['Dance'],Bloco tá na gaiola,,,,,
['Pipoca da Rainha - Daniela Mercury'],,['2019-03-10 02:00:00'],A Rainha do Axé volta mais uma vez com sua pipoca para encerrar o carnaval da maior cidade do país.,https://www.facebook.com/events/1985974168163587,['Music'],Daniela Mercury - Pipoca da Rainha no Carnaval de São Paulo 2019,,,,,
['Beco 87'],"Rua José Bonifácio, 1281, 14400530 Franca, Brazil",['2019-01-31 08:00:00'],"Samba de Quinta, de 15 em 15 dias no Beco 87<br>Clássicos do Samba, Samba-Rock -Samba Raíz - Samba de Coco, Samba de Roda, Partido Alto.. por ai vai, chega pra Sambar  no Beco 87<br>Espaço estara aberto a partir das 19h00 com Dj Set Especial pro Samba de Quinta.<br>Iremos percorrer o mundo do samba com noites incríveis <br>Anota ai na agenda:<br>31/01 @Nivea Lins <br>14/02 <br>28/02 <br>Gabriel Bizu<br>14/03 <br>28/03 Tem Mais Samba - RP<br>20/06 <br>Informações zap 16991763389",https://www.facebook.com/events/2020269741401126,,Samba de Quinta no Beco 87!,Beco 87,,,,
['Bloco Ritaleena'],,['2019-02-23 02:00:00'],"DESFILE DE PRÉ-CARNAVAL DO BLOCO RITALEENA 2019<br>Quinto ano de bloquinho, com muito amor, rock 'n roll e axé!<br>Tradicional desfile de pré carnaval em Pinheiros! <br>Concentração: 14h esquina da Antonio Bicudo com Pinheiros<br>Saída: 15h<br>Preparem as perucas vermelhas! <br>Vamos celebrar nossa abelha rainha Rita Lee!<br> ",https://www.facebook.com/events/343207419768616,"['Music', 'Kid Friendly']",Bloco Ritaleena 2019 - Pinheiros,,,,,
"['Bloco: Quem Me Viu, Mentiu.']",,['2019-02-24 12:00:00'],"Pelo oitavo ano, vamos inundar as ruas de Higienópolis com muita alegria ,marchinhas de carnaval, gente bonita (tirando os organizadores) e cerveja gelada, porque isso nunca pode faltar!! Todos são bem vindos e podem vir como quiserem: de fantasia, usando a  camisa do bloco ,com @ namorad@, @ crush, afinal, Quem me viu, mentiu! <br>Esse ano vamos continuar com o nosso Camarote exclusivo, aonde teremos muitas coisas bacanas.<br>Bebidinhas , comidinhas exclusivas quase de grátis ,banheiros exclusivos, o esquenta e  pós bloco.<br>Quem já foi, já sabe!! É só chegar e garantir o seu ! Depois nummmm reclamaaa ! A festa vai ser brabaaaa e o chicote vai estralar.<br>Se não compra, porque vai acaba, vem assim mesmo.<br>Temos seguranças (roubo 0 ),alegria ,marchinhas,cerveja,e muito alto astral!!  É só chegar ! <br>Esperamos vocês para mais um desfile bombastico.<br>E QUEM ME VIU, MENTIU!!!",https://www.facebook.com/events/2236180343321266,['Dance'],Quem Me Viu Mentiu 2019!,,,,,
['Bloco Ritaleena'],,['2019-03-02 02:00:00'],"DESFILE DE CARNAVAL BLOCO RITALEENA 2019<br>Xuxuzinhos e xuxuzinhas!<br>Todo ano levamos a nave ritaleena para conhecer um bairro diferente e icônico da nossa amada paulicéia! Esse ano teremos o orgulho de ser recebidas pelo tradicional bairro da Móoca!<br>Ôrra meu!! Vamos lá deixar nossa marca da zorra, colorida e gliterizante! <br>Concentração: 14h (local a ser confirmado)<br>Saída: 15h",https://www.facebook.com/events/2206350109620240,"['Music', 'Kid Friendly']",Bloco Ritaleena 2019 - Móoca,,,,,
['Bloco MinhoQueens'],,['2019-03-02 04:00:00'],"*****POCS (RE)UNIDAS JAMAIS SERÃO VENCIDAS*****<br>Convocação Oficial para o Carnaval MinhoQueens /2019<br>Se você é uma POC cheian de CHARISMA, UNIQUENESS, NERVE and TALENT vem kasgay, mores! <br>Mais um ano o @BlocoMinhoQueens traz muito brilho, close, montassaum e RESISTÊNCIAMMM! Afinal, não vamos deitar, vamos SAMBAR, queridaaaaan!<br>Corre, mona!!! Sobe no salton, prepara a make e abala no perucon que o babado é <br>REAL feat. OFICIAL \o/<br>_____________________________________________________________________<br>Lady Gaga, Lia Clark, Britney Spears, Demi Lovato, Nicki Minaj, Beyonce, Katy Perry, P!nk, Mary J. Blige, Christina Aguilera, Mariah Carey, Madonna, Maroon 5, Anitta, Karol Conka, Ludmilla, Iggy Azalea, Thalia, Shakira, Justin Bieber, Ariana Grande, Ines Brasil, Pabllo Vittar, Mc Xuxu, Iza, Dua Lipa, Rihanna, Rouge, Spice Girls, Ivete, Claudia Milk e muito mais ♥<br>>>> LOCAL<br>> Praça da Republica (Praça da Republica com Av Ipiranga entre as Ruas 7 de abril e Barão de Itapetininga)<br>>>> CONCENTRAÇAUUMMM<br>>16h AS 17h<br>>>> FERVEÇAUUMMM<br>> 17H AS 20H<br>>>> DISPERSAUUMMM<br>>20H AS 21H no Boulevard São João",https://www.facebook.com/events/1782861421820478,['Music'],Desfile Oficial - Bloco MinhoQueens 2019,,,,,
['Paz & Dub Seletores'],"Rua Dr Pedro de Toledo 1261, 14404-605 Franca, Brazil",['2019-01-19 10:00:00'],"1º BAILE DO ANO DE 2K19.<br>Iniciando os trabalhos recebendo na casa um irmão de longa data e um dos MC's que mais admiramos na cultura reggae/soundsystem/hip hop.<br>RED LION, direto do Jardim Zaíra, pras ruas de São Paulo, e agora pra Franca pra lançar seu novo trabalho - 'BAD LION'.<br>BAILINHO DO PAZ 2K19 - MAIS PESADO DO QUE NUNCA.<br>Antecipados --> $15<br>Portaria --> $20",https://www.facebook.com/events/743815112644842,['Dance'],Paz e Dub convida RED LION - Lançamento do EP 'BAD LION',Barraco Baco Bar Casa de Eventos,,,,
['Bloco Ritaleena'],"Rua Artur de Azevedo, 2134, 05404-015 São Paulo, Brazil",['2019-01-25 11:00:00'],"O <br> esquenta os tambores de seu Carnaval 2019 com show de comemoração do aniversário da cidade na <br>. O Ensaio Geral, que acontece todos os anos nesta data, combina paixões paulistanas: a cidade, Rita Lee e Carnaval.<br>Todo o repertório de hits da roqueira é revisitado com adaptações  carnavalesca. Sucessos como Mania de Você, Ovelha Negra e Doce Vampiro ganham releituras em marchinhas, frevos e sambas. O bloco que costuma arrastar multidões em seus desfiles de rua, prepara seu Carnaval ""Mutante"" para comemorar seus 5 anos de existência. Este ano o Bloco Ritaleena fará seus desfiles no calor de Pinheiros, como de costume, e também no tradicional bairro da Mooca. <br>Ingressos disponíveis: <br>PISTA LOTE 1: R$ 50,00/ R$ 25,00 (meia-entrada)<br>PISTA LOTE 2: R$ 60,00/ R$ 30,00 (meia-entrada)<br>PISTA LOTE 3: R$ 70,00/ R$ 35,00 (meia-entrada)<br>BISTRÔ MEZANINO: R$ 120,00/ R$ 60,00 (meia-entrada)<br>CAMAROTE: R$ 120,00/ R$ 60,00 (meia-entrada)<br>Sobre o Bloco Ritaleena: <br>O Bloco Ritaleena estreou em 2015 com o objetivo de homenagear não só a cidade de São Paulo cujo carnaval renasce e cresce a cada ano, mas a artista e mulher que é Rita Lee. Foram cerca de 40 músicas rearranjadas para ritmos carnavalescos e a inédita homenagem reuniu mais de cinco mil foliões em 2015, triplicando este número no ano seguinte em um carnaval dançante, colorido, democrático, livre e feminino. Em 2018, o bloco expandiu seu circo carnavalesco em dois desfiles, foram aproximadamente 30 mil foliões em Pinheiros e outros 15 mil seguindo o cortejo no Ipiranga. O Ritaleena estreou também, sua versão para as festas de São João, a Festa Juleena e mostrou que, o que faz com tamborim, também se faz com sanfona.<br>SERVIÇO<br>Data: 25/01/2019<br>Local: Casa Natura Musical<br>Endereço: Rua Artur de Azevedo, 2134 - Pinheiros<br>Horário: 23h <br>Abertura da casa: 21h30<br>Classificação etária: 16 anos. Menores a partir de 12 anos podem entrar acompanhados dos pais e/ou responsáveis legais. <br>Ingressos: <br>BILHETERIA OFICIAL - SEM COBRANÇA DE TAXA DE CONVENIÊNCIA <br>Casa Natura Musical <br>Rua Artur de Azevedo 2134 – Pinheiros, São Paulo <br>Terça a Sábado das 12h às 20h <br>Segundas e Domingos, somente em dias de show <br>Venda e retirada de ingressos para os todos os eventos vendidos pela EVENTIM",https://www.facebook.com/events/336547933794437,['Music'],Ensaio Geral do Bloco Ritaleena | É Carnaval!,Casa Natura Musical,,,,
['Cade o Ninja?'],,['2019-03-05 02:00:00'],"MANO DU CÉU VAI SER INCRÍVEL!!!<br>**** ATENÇÃO GALERA TERÇA DIA 05 DEMARÇO ****<br>Galera quase tudo pronto para o nosso carnaval da família brasileira!! <br>NOVIDADE esse ano haverá o Bloco Kids - Tragam seus Filhos, sobrinhos, netos. a criançada toda !! - CONCENTRAÇÃO 14 HORAS <br>- Também teremos alguns convidados nos prestigiando, vários parceiros de projetos musicais espalhados em nosso bairro: <br>* PROJETO BATIDA PERFEITA - NOSSOS AMIGOS DO BLOCO AI SE ME PERDEU - PAGODE NA DISCIPLINA *",https://www.facebook.com/events/540873026398322,['Dance'],Bloco dos Indecentes,,,,,
"['Valkírias Brechó', 'Céu Art']","Av Presidente Vargas, 2210, 14402000 Franca, Brazil",['2019-02-10 03:00:00'],"Expositores com interesse em se inscrever, enviar e-mail para feiraindependent@gmail.com <br>Em breve maiores informações... ",https://www.facebook.com/events/2210442992352598,"['Art', 'Kid Friendly']",Feira Independente 3º edição,Barracão Skate Clube,,,,
['Bloco Agrada Gregos'],,['2019-01-25 04:00:00'],"ZEUS DECRETOU, CARNAVAL VAI COMEÇAR MAIS CEDO!<br>!!!!!!!! 3 DIAS DE FESTA !!!!!!!!<br>!!! MAIS DE 40 ATRAÇÕES !!!<br>O maior pré-carnaval da história de São Paulo está de volta!<br>Temos aqui uma nova tradição?<br>Nosso Festival Agrada Gregos acontece mais uma vez no feriado do aniversário de SP, para abrir a temporada mais maravilhosa do ano, o CARNAVAL.<br>Confirme presença no evento e chame os amigxs.<br>Teremos atualizações diárias com as novidades, então fique de olho nas nossas redes sociais.<br>₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪<br>INGRESSOS<br>AGRADA PASS (3 DIAS) <br>Lote Promo: 40 reais<br>1º lote: 50 reais<br>2º lote: 60 reais<br>3º lote: 70 reais<br>4º lote: 80 reais<br>5º lote: 90 reais<br>6º lote: 110 reais<br>AGRADA DAY<br>Escolha o dia que quer ir: 25 (sexta), 26 (sábado) ou 27 (domingo)<br>1º lote: 30 reais<br>2º lote: 40 reais<br>3º lote: 50 reais<br>COMPRE AQUI: <br>₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪₪<br>₪₪ Quando? ₪₪<br>Dias 25, 26 e 27 de janeiro de 2019<br>Das 16h às 01h<br>₪₪ Onde? ₪₪<br>Olimpo do Agrada Gregos<br>Av. Cruzeiro do Sul, 950<br>Bairro Canindé - São Paulo - SP<br>*6 min a pé do metro Armênia<br>₪₪ Vem de outra cidade? ₪₪<br>Então conheça pessoas e venham juntas: <br>₪₪ Instagram ₪₪<br>Segue a gente: <br>Marca pra gente te repostar @agradagregos<br>₪₪ Grupo no WhatsApp ₪₪<br>₪₪ Festival Agrada Gregos na mídia ₪₪<br>PAPEL POP<br>>>> <br>FOLHA<br>>>> <br>>>> <br>CATRACA LIVRE<br>>>> <br>BLOCOS DE RUA<br>>>> <br>VIAGEM E GASTRONOMIA<br>>>> <br>BARES SP<br>>>> <br>GUIA GAY<br>>>> <br>AGITO SP<br>>>> <br>Produção: agrada.co",https://www.facebook.com/events/972237349632187,['Party'],Festival Agrada Gregos 2019,,,,,
['Rep Sarjeta Unesp Franca'],"Rua Júlio Ferraro 2562, 14400-640 Franca, Brazil",['2019-04-20 03:00:00'],MAIS INFORMAÇÕES EM BREVE!!,https://www.facebook.com/events/973113622875806,['Music'],Tarde do Ben VIII,Rep Sarjeta Unesp Franca,,,,
"['francisco, el hombre']","Rua Artur de Azevedo, 2134, 05404-015 São Paulo, Brazil",['2019-02-02 11:00:00'],"Repetindo a dose bem-sucedida do Carnaval de 2017 e 2018, quando levou cerca de 3 mil pessoas e 20 mil pessoas, respectivamente, às ruas do Bixiga, a francisco, el hombre põe seu bloco na rua novamente. Com a alcunha de “Calor da rua” o bloco ocupa a <br> no dia 2 de fevereiro de 2019.<br>Ingressos disponíveis: <br>PISTA LOTE 1: R$ 50,00/ R$ 25,00 (meia-entrada) - ESGOTADO<br>PISTA LOTE 2: R$ 60,00/ R$ 30,00 (meia-entrada)<br>PISTA LOTE 3: R$ 70,00/ R$ 35,00 (meia-entrada)<br>PISTA LOTE 4: R$ 90,00/ R$ 45,00 (meia-entrada)<br>BISTRÔ MEZANINO: R$ 120,00/ R$ 60,00 (meia-entrada)<br>CAMAROTE: R$ 120,00/ R$ 60,00 (meia-entrada)<br>Colorida e fervida como é, a <br> é acompanhada de músicos da bateria Flor do Asfalto e articuladores culturais residentes da cidade de São Paulo e municípios da região, todos sob o comando do mestre Jonas Lessa. Além dos integrantes da banda, o bloco conta ainda com um naipe de sopros e bateria percussiva coletiva. Com sopristas, o naipe é liderado pela trompetista Larissa Oliveira. Fazem parte do fuzuê músicas do repertório do grupo, além de releituras do cancioneiro da MPB e outras latinidades com roupagem foliã.<br>O nome do bloco faz alusão ao título de uma das canções do disco ""SOLTASBRUXA"" (2016). A faixa do primeiro trabalho de estúdio da francisco, el hombre trata do empoderamento feminino frente à violência doméstica. <br>SERVIÇO<br>Data: 02/02/2019<br>Local: Casa Natura Musical<br>Endereço: Rua Artur de Azevedo, 2134 - Pinheiros<br>Horário: 23h <br>Abertura da casa: 21h30<br>Classificação etária: 16 anos. Menores a partir de 12 anos podem entrar acompanhados dos pais e/ou responsáveis legais. <br>Ingressos: <br>BILHETERIA OFICIAL - SEM COBRANÇA DE TAXA DE CONVENIÊNCIA <br>Casa Natura Musical <br>Rua Artur de Azevedo 2134 – Pinheiros, São Paulo <br>Terça a Sábado das 12h às 20h <br>Segundas e Domingos, somente em dias de show <br>Venda e retirada de ingressos para os todos os eventos vendidos pela EVENTIM",https://www.facebook.com/events/293447197956990,['Music'],"Bloco Calor da Rua | francisco, el hombre",Casa Natura Musical,,,,
"['Marina Lima', 'Bloco Pagu']","Rua Artur de Azevedo, 2134, 05404-015 São Paulo, Brazil",['2019-01-19 11:00:00'],"No dia 19 de janeiro, a Casa Natura Musical recebe a festa do  <br> com a convidada especial <br>, para celebrar o Carnaval!<br>A formação do show conta com banda completa, quatro cantoras e trinta ritmistas formadas na oficina de percussão do bloco. <br>Além disso, uma das melhores festas do Rio de Janeiro, a Transpira, promete animar o resto da noite com toda a energia feminina da dupla de Dj's Amanda Grimaldi e Camilla Molica.<br>SOBRE O BLOCO<br>O <br> é um bloco de Carnaval de São Paulo que exalta a igualdade entre gêneros e liberdade individual da mulher.<br>Fundado em 2016 pela cineasta Mariana Bastos e a produtora Thereza Menezes, traz como símbolo a figura de Patrícia Galvão, musa do modernismo, artista, jornalista e escritora era uma mulher questionadora, a frente do tempo, que fez da própria vida uma luta pela liberdade.<br>As intérpretes são as responsáveis por entoar clássicos da música brasileira famosos na voz de mulheres, de Carmem Miranda a Elis Regina, passando por Marisa Monte, Marina Lima, Gal Costa, Maria Bethania, Dona Ivone Lara, Rita Lee, Alcione, Beth Carvalho, Baby do Brasil, Margareth Menezes, Elba Ramalho, Ivete Sangalo, Daniela Mercury, entre outras.<br>Ingressos disponíveis: <br>PISTA LOTE 1: R$ 40,00/ R$ 20,00 (meia-entrada) - ESGOTADO <br>PISTA LOTE 2: R$ 50,00/ R$ 25,00 (meia-entrada)<br>PISTA LOTE 3: R$ 60,00/ R$ 30,00 (meia-entrada)<br>PISTA LOTE 4: R$ 70,00/ R$ 35,00 (meia-entrada)<br>CAMAROTE: R$ 120,00/ R$ 60,00 (meia-entrada)<br>BISTRÔ: R$ 120,00/ R$ 60,00 (meia-entrada)  <br>SERVIÇO<br>Data: 19/01/2019 <br>Local: Casa Natura Musical<br>Endereço: Rua Artur de Azevedo, 2134 - Pinheiros<br>Horário: 23h <br>Abertura da casa: 21h30<br>Classificação etária: Livre. Menores a partir de 12 anos podem entrar acompanhados dos pais e/ou responsáveis legais.<br>BILHETERIA OFICIAL - SEM COBRANÇA DE TAXA DE CONVENIÊNCIA <br>Casa Natura Musical <br>Rua Artur de Azevedo 2134 – Pinheiros, São Paulo <br>Terça a Sábado das 12h às 20h <br>Segundas e Domingos, somente em dias de show <br>Venda e retirada de ingressos para os todos os eventos vendidos pela EVENTIM",https://www.facebook.com/events/2167561186906203,['Music'],Bloco Pagu convida Marina Lima | É Carnaval!,Casa Natura Musical,,,,
